ID,Start time,Completion time,Email,Name,Total points,Quiz feedback,Which of the following is true about your experience with TeamUp! in tutorial?  (please select all that apply),Points - Which of the following is true about your experience with TeamUp! in tutorial?  (please select all that apply),Feedback - Which of the following is true about your experience with TeamUp! in tutorial?  (please select all that apply),Do you have any additional feedback about TeamUp! that you would like to share?,Points - Do you have any additional feedback about TeamUp! that you would like to share?,Feedback - Do you have any additional feedback about TeamUp! that you would like to share?,Do you read the weekly newsletter?,Points - Do you read the weekly newsletter?,Feedback - Do you read the weekly newsletter?,Which of the following is true for you about the newsletter? (choose as many options as apply),Points - Which of the following is true for you about the newsletter? (choose as many options as apply),Feedback - Which of the following is true for you about the newsletter? (choose as many options as apply),Any other feedback about the newsletter?,Points - Any other feedback about the newsletter?,Feedback - Any other feedback about the newsletter?,Why not? (you can select more than one response),Points - Why not? (you can select more than one response),Feedback - Why not? (you can select more than one response),Anything else you would like to share about the newsletter?,Points - Anything else you would like to share about the newsletter?,Feedback - Anything else you would like to share about the newsletter?,Did you attend the Study Skills workshop or watch the recording?,Points - Did you attend the Study Skills workshop or watch the recording?,Feedback - Did you attend the Study Skills workshop or watch the recording?,How useful did you find the Study Skills workshop?,Points - How useful did you find the Study Skills workshop?,Feedback - How useful did you find the Study Skills workshop?,Any other feedback about the Study Skills workshop?,Points - Any other feedback about the Study Skills workshop?,Feedback - Any other feedback about the Study Skills workshop?,Did you attend the Test #1 Debrief session or watch the recording?,Points - Did you attend the Test #1 Debrief session or watch the recording?,Feedback - Did you attend the Test #1 Debrief session or watch the recording?,How useful did you find the Test #1 Debrief session?,Points - How useful did you find the Test #1 Debrief session?,Feedback - How useful did you find the Test #1 Debrief session?,Any other feedback about the Test #1 Debrief session?,Points - Any other feedback about the Test #1 Debrief session?,Feedback - Any other feedback about the Test #1 Debrief session?,Anything else you would like to share with the CHM 135 teaching team?,Points - Anything else you would like to share with the CHM 135 teaching team?,Feedback - Anything else you would like to share with the CHM 135 teaching team?,Do you feel Lab #1 increased your confidence using Excel?,Points - Do you feel Lab #1 increased your confidence using Excel?,Feedback - Do you feel Lab #1 increased your confidence using Excel?,Do you feel Lab #1 increased your confidence analyzing data (e.g. interpreting trendlines and plots)?,Points - Do you feel Lab #1 increased your confidence analyzing data (e.g. interpreting trendlines and plots)?,Feedback - Do you feel Lab #1 increased your confidence analyzing data (e.g. interpreting trendlines and plots)?,Did the experience using Excel in Lab 1 help you to complete the necessary Excel calculations and graphs for the other CHM135 labs?,Points - Did the experience using Excel in Lab 1 help you to complete the necessary Excel calculations and graphs for the other CHM135 labs?,Feedback - Did the experience using Excel in Lab 1 help you to complete the necessary Excel calculations and graphs for the other CHM135 labs?,Any additional feedback on Lab 1 that you would like the teaching team to know? Both positive feedback and constructive criticism are welcome.,Points - Any additional feedback on Lab 1 that you would like the teaching team to know? Both positive feedback and constructive criticism are welcome.,Feedback - Any additional feedback on Lab 1 that you would like the teaching team to know? Both positive feedback and constructive criticism are welcome.
138,11-5-21 12:05:50,11-5-21 12:07:57,anonymous,,,,"I like working through problems with my peers.
;It has let me get to know some of my classmates.
;I find it useful to see past test questions.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;I find the time allocated to TeamUp! too short.;",,,"The team up is a great way to think about challenging problems, But oftentimes my group and I run out of time for submission. Maybe 15 min for the question would be better for us to discuss and come to a consensus with an answer ",,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
139,11-5-21 12:07:43,11-5-21 12:08:47,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It is hard for me to participate because I can't turn on my camera or unmute.
;I find the time allocated to TeamUp! too short.;",,,,,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, but I was already quite confident",,,"Yes, but I was already quite confident",,,"Yes, I feel the Excel component of Lab 1 was helpful but I was already quite comfortable with Excel",,,,,
140,11-5-21 12:08:17,11-5-21 12:09:50,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;",,,,,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
141,11-5-21 12:08:15,11-5-21 12:10:56,anonymous,,,,"It is hard for me to participate because I can't turn on my camera or unmute.
;I find it useful to see past test questions.
;I find the time allocated to TeamUp! too short.;",,,It would be useful you could somehow collect all the questions for the teamup and post them somewhere along with the solutions?,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the advice from former students.
;I like the information about the department (the last thing in the newsletter)
;",,,MORE PICTURES! :),,,,,,,,,No,,,,,,,,,No,,,,,,,,,If you could provide more external practice problems that would be much appreciated. I would feel a lot more prepared and confident for the assessments that way.,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 was helpful but I was already quite comfortable with Excel",,,,,
142,11-5-21 12:10:09,11-5-21 12:11:39,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;",,,N/A,,,"At least some of the time
",,,"I like the discussion board links.
;I like the tips from the teaching team.
;",,,N/A,,,,,,,,,Yes,,,Somewhat useful,,,N/A,,,Yes,,,Extremely useful,,,N/A,,,N/A,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,N/A,,
143,11-5-21 12:08:20,11-5-21 12:12:57,anonymous,,,,"It's frustrating because other people in my group don't turn on their camera and/or unmute.
;I find the time allocated to TeamUp! too short.;I find it useful to see past test questions.
;I like working through problems with my peers.
;",,,I like TeamUp but it's hard doing it online as I don't feel like I truly get.to interact with others.,,,"At least some of the time
",,,"I like the tips from the teaching team.
;I like the information about the department (the last thing in the newsletter)
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,"The only thing I wish could be improved on is maybe extra support? I understand there already is a lot of office hours, but if possible I'd appreciate if there's a little more since majority of the CHM135 office hours don't work with my schedule :( Perhaps restructuring the office hours to different time intervals would be useful in ensuring that there is at least one time slot which people can access!",,,"It was good practice, but I didn’t learn anything new",,,"Yes, but I was already quite confident",,,"No, I don't feel the Excel component of Lab 1 helped me complete the Excel components of the other CHM135 labs",,,,,
144,11-5-21 12:09:58,11-5-21 12:13:30,anonymous,,,,"I like working through problems with my peers.
;I find it useful to see past test questions.
;It has let me get to know some of my classmates.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,,,,"At least some of the time
",,,"The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;I like the advice from former students.
;I like the weekly reminders.
;I like the pictures!
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
145,11-5-21 12:15:17,11-5-21 12:16:47,anonymous,,,,"I find it useful to see past test questions.
;It is hard for me to participate because I can't turn on my camera or unmute.
;",,,,,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,Yes,,,Extremely useful,,,,,,Yes,,,Neutral,,,,,,,,,It left me more confused then when I started,,,It left me more confused then when I started,,,"No, I don't feel the Excel component of Lab 1 helped me complete the Excel components of the other CHM135 labs",,,,,
146,11-5-21 12:16:21,11-5-21 12:17:21,anonymous,,,,"It is hard for me to participate because I can't turn on my camera or unmute.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;I find it useful to see past test questions.
;",,,,,,No,,,,,,,,,"Didn't seem useful
",,,,,,No,,,,,,,,,No,,,,,,,,,,,,It left me more confused then when I started,,,"It was good practice, but I didn’t learn anything new",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
147,11-5-21 12:06:55,11-5-21 12:18:14,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the discussion board links.
;The newsletter makes me feel more connected to the teaching team.
;",,,,,,,,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Extremely useful,,,"Out of all the extra resources, the Test #1 Debrief helped me the most. It helped calm me down mentally and the chill environment got me into a better headspace and made me feel closer to Prof. Quinlan. It also really helped me realize that I need to gain a better understanding of the concepts as the answer are easy to solve but hard to set up. ",,,,,,"Yes, I feel much more confident using Excel",,,"It was good practice, but I didn’t learn anything new",,,"No, I don't feel the Excel component of Lab 1 helped me complete the Excel components of the other CHM135 labs",,,,,
148,11-5-21 12:16:28,11-5-21 12:18:34,anonymous,,,,"I find it useful to see past test questions.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,,,,"At least some of the time
",,,"I like the weekly reminders.
;I like the tips from the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Somewhat not useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,Not really,,,"Yes, I feel the Excel component of Lab 1 was helpful but I was already quite comfortable with Excel",,,,,
149,11-5-21 12:18:12,11-5-21 12:20:38,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the tips from the teaching team.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Extremely useful,,,,,,"It has been really great so far! Thank you for being so accommodating, supportive and helpful! I've learned so much :)",,,"It was good practice, but I didn’t learn anything new",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
150,11-5-21 11:28:07,11-5-21 12:20:48,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It is hard for me to participate because I can't turn on my camera or unmute.
;",,,"Its a bit frustrating that we cannot submit our individual answers because my marks can go down even if I did not 
 agree with the group answers",,,No,,,,,,,,,"Too long
",,,,,,No,,,,,,,,,Yes,,,Somewhat useful,,,  I wish I could get the PowerPoint presentation for test 1 because I personally understood my mistakes and I only needed little touchups that the presentation notes were enough,,,I wish we could have more questions for each test and more time to do each test because when the Test is out of so little one mistake takes a lot of points ,,,"It was good practice, but I didn’t learn anything new",,,"It was good practice, but I didn’t learn anything new",,,"No, I don't feel the Excel component of Lab 1 helped me complete the Excel components of the other CHM135 labs",,,It really bothered me that we got the feedback from lab 1 after I submitted lab 2 because I could use that feedback to improve and hand in a better lab report for lab two but because I got it back too late I  might have done the same mistakes twice  ,,
151,11-5-21 12:22:41,11-5-21 12:24:48,anonymous,,,,"I find the time allocated to TeamUp! too short.;It has let me get to know some of my classmates.
;I like working through problems with my peers.
;I find it useful to see past test questions.
;",,,,,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,No,,,,,,,,,Yes,,,Somewhat useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
152,11-5-21 12:27:08,11-5-21 12:28:26,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;",,,,,,"At least some of the time
",,,"I like the weekly reminders.
;I like the tips from the teaching team.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Somewhat useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, but I was already quite confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
153,11-5-21 12:28:01,11-5-21 12:29:33,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;",,,N/A.,,,"At least some of the time
",,,"I like the tips from the teaching team.
;I like the weekly reminders.
;I like the pictures!
;I like the advice from former students.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,N/A.,,,,,,,,,Yes,,,Somewhat useful,,,N/A.,,,Yes,,,Somewhat useful,,,N/A.,,,N/A.,,,"Yes, but I was already quite confident",,,"Yes, but I was already quite confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,N/A.,,
154,11-5-21 12:27:28,11-5-21 12:31:29,anonymous,,,,"I find it useful to see past test questions.
;I find the time allocated to TeamUp! too short.;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;",,,I don't think it's fair how you have to get it right the first time to get full credit. Shouldn't learning be about making mistakes,,,"At least some of the time
",,,"I like the weekly reminders.
;I like the discussion board links.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Somewhat useful,,,,,,"Everybody i have talked to in this course is confused as to why the practice test closes days before the exam. This does nothing but hinder the learning process for everyone. Also, I don't think it's fair that the test is out of so little points. You could miss one small thing and get docked 10 points for it. I don't think the chm 135 tests help anyone learn and they only teach students to strive for perfection. ",,,"It was good practice, but I didn’t learn anything new",,,"It was good practice, but I didn’t learn anything new",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
155,11-5-21 12:24:51,11-5-21 12:31:57,anonymous,,,,"I find it useful to see past test questions.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;I like working through problems with my peers.
;",,,"Not being able to speak or turn on your camera is a valid excuse, but in a couple of my tutorial sessions, there have been students that don't even type in the chat. It's very awkward because there's maybe one person speaking/typing the whole time, and no one else says or types anything the entire time, not even to confirm that they've answered so the host can submit. This has happened on some occasions, but mostly the tutorial sessions are productive and go fairly smoothly.",,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the course.
;The newsletter makes me feel more connected to the teaching team.
;",,,,,,,,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Somewhat useful,,,,,,I appreciate how hard you're working to give us an enjoyable experience in CHM 135. The redo for Test 1 was especially surprising to me and solidified that the professors in this department care about how their students are doing and want us to succeed. I think I speak on behalf of all CHM 135 students when I say we're thankful for your kindness and your work in making this course run smoothly.,,,"Yes, I feel much more confident using Excel",,,"Yes, but I was already quite confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
156,11-5-21 12:27:31,11-5-21 12:32:55,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;",,,It's very fun and helpful because I get to solve problems with my peers. ,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the discussion board links.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Somewhat useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
